commercial_id,title,brand,nice_class,product_type_key,year,lustrum,duration_in_seconds,tot_frames,avg_frame_rate,aspect_ratio,source
5c7d8b4b92f94b23b9a476e3c2f0b87a_043,"Mercedes-Benz, Sunday Driver",Mercedes-Benz,12,1528738,2010,2010_2014,43,1075,25.0,1.33,YouTube
